"ID";"Track";"StartTime";"Length";"PlayRate";"Locked";"Normalized";"StretchMethod";"Looped";"OnRuler";"MediaType";"FileName";"Stream";"StreamStart";"StreamLength";"FadeTimeIn";"FadeTimeOut";"SustainGain";"CurveIn";"GainIn";"CurveOut";"GainOut";"Layer";"Color";"CurveInR";"CurveOutR";"PlayPitch";"LockPitch";"FirstChannel";"Channels"
68; 0; 20349.9018; 11811.4509; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\raws\400-499\459.veg"; 0; 1319431.0187; 97718.0479; 522.6496; 1.0000; 1.000000; 2; 0.000000; -2; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
69; 0; 80046.6333; 150950.8000; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\raws\openings\OP13.veg"; 0; 0.0000; 150954.7810; 0.0000; 1.0000; 1.000000; 2; 0.000000; -2; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
70; 0; 231281.0499; 12670.2900; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 429.1349; 211450.0487; 1.0000; 3053.4900; 0.211349; 2; 0.000000; 1; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
71; 0; 240897.8499; 17210.1101; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 10045.9349; 201833.2487; 3053.4900; 450.5600; 0.122819; 1; 0.000000; 1; 0.000000; 0; -1; 1; 2; 0.000000; FALSE; 0; 0
72; 0; 257657.4000; 5541.4439; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 26805.4850; 185073.6986; 450.5600; 1000.0000; 0.081288; 1; 0.000000; 1; 0.000000; 0; -1; 1; 2; 0.000000; FALSE; 0; 0
73; 0; 262198.8439; 5284.5804; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 31346.9289; 180532.2547; 1000.0000; 369.2160; 0.054233; 1; 0.000000; -2; 0.000000; 0; -1; 1; 2; 0.000000; FALSE; 0; 0
74; 0; 267114.2083; 8370.8214; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 51184.6969; 160694.4867; 369.2160; 1202.9952; 0.050034; 2; 0.000000; 1; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
75; 0; 274282.0345; 3653.6500; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 58352.5231; 153526.6605; 1202.9952; 1.0000; 0.029125; 1; 0.000000; -2; 0.000000; 0; -1; 1; 2; 0.000000; FALSE; 0; 0
76; 0; 278569.6512; 2915.5016; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 62006.1731; 149873.0105; 1.0000; 1.0000; 0.043578; 2; 0.000000; -2; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
77; 0; 280556.9991; 5746.0142; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 65061.6372; 146817.5464; 928.1537; 1351.6800; 0.066721; 2; 0.000000; 1; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
78; 0; 284951.3333; 4512.5344; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 69455.9714; 142423.2122; 1351.6800; 1927.7458; 0.084970; 1; 0.000000; -2; 0.000000; 0; -1; 1; 2; 0.000000; FALSE; 0; 0
79; 0; 287536.1219; 3156.5420; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\music\(2000) Music & Song Collection 2\10 - Pirate.mp3"; 0; 74095.3136; 137783.8700; 1927.7458; 1.0000; 0.096442; 2; 0.000000; -2; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
80; 0; 316683.0333; 16250.0390; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\raws\400-499\460.veg"; 0; 479695.8834; 937119.5166; 1685.0167; 1169.2911; 1.000000; -2; 0.000000; 2; 0.000000; 0; -1; -2; 2; 0.000000; FALSE; 0; 0
